QID	Peptide	Unmod Peptide	References	Alignment Score	Min E-Value	Query Start	Query End	Num Identical
3372			[('##tr_F8WAY9_F8WAY9_HUMAN', 13, 20), ('##tr_C9JTZ9_C9JTZ9_HUMAN', 29, 36), ('##tr_K7EMN7_K7EMN7_HUMAN', 91, 98), ('##gi_397139671_ref_XP_003846335.1_', 130, 135), ('##gi_410173471_ref_XP_003960790.1_', 130, 135), ('tr_Q5T987_Q5T987_HUMAN', 144, 149), ('sp_P40306_PSB10_HUMAN', 26, 31), ('gi_4506191_ref_NP_002792.1_', 26, 31), ('##tr_K7EP52_K7EP52_HUMAN', 190, 195), ('sp_Q9HBH5_RDH14_HUMAN', 242, 249), ('gi_10190746_ref_NP_065956.1_', 242, 249), ('sp_Q86VP6-3_CAND1_HUMAN', 305, 310), ('##sp_Q6ZUJ8-3_BCAP_HUMAN', 184, 190), ('tr_H0YH27_H0YH27_HUMAN', 344, 349), ('tr_I3L4X8_I3L4X8_HUMAN', 405, 410), ('##sp_Q14188_TFDP2_HUMAN', 389, 396), ('##gi_296278217_ref_NP_001171610.1_', 389, 396), ('##sp_O43194_GPR39_HUMAN', 270, 275), ('##gi_4504097_ref_NP_001499.1_', 270, 275), ('tr_H7C4I2_H7C4I2_HUMAN', 175, 180), ('##tr_K7ERN2_K7ERN2_HUMAN', 228, 233), ('tr_F8W0Q0_F8W0Q0_HUMAN', 31, 36), ('tr_A8K0U1_A8K0U1_HUMAN', 230, 235), ('sp_Q6UWM9_UD2A3_HUMAN', 96, 101), ('gi_193211427_ref_NP_079019.3_', 96, 101), ('tr_H7C064_H7C064_HUMAN', 92, 97), ('##sp_P32942_ICAM3_HUMAN', 228, 233), ('##gi_167466207_ref_NP_002153.2_', 228, 233), ('tr_C9JE15_C9JE15_HUMAN', 337, 342), ('tr_D4QA03_D4QA03_HUMAN', 431, 438), ('sp_Q7Z695_ADCK2_HUMAN', 337, 342), ('gi_32261307_ref_NP_443085.2_', 337, 342), ('##sp_Q6ZUJ8-2_BCAP_HUMAN', 184, 190), ('gi_312283682_ref_NP_001186032.1_', 556, 563), ('tr_E9PIL6_E9PIL6_HUMAN', 534, 541), ('gi_373938467_ref_NP_001243334.1_', 534, 541), ('tr_B4DTY9_B4DTY9_HUMAN', 358, 363), ('sp_P05106-2_ITB3_HUMAN', 405, 410), ('sp_P05106-3_ITB3_HUMAN', 405, 410), ('sp_P05106_ITB3_HUMAN', 405, 410), ('gi_47078292_ref_NP_000203.2_', 405, 410), ('sp_O75891-2_AL1L1_HUMAN', 522, 527), ('gi_393195303_ref_NP_001257294.1_', 522, 527), ('##sp_Q6ZUJ8_BCAP_HUMAN', 184, 190), ('##gi_45505139_ref_NP_689522.2_', 184, 190), ('sp_Q9Y2K7-2_KDM2A_HUMAN', 667, 674), ('##tr_Q7Z451_Q7Z451_HUMAN', 295, 302), ('sp_O75891_AL1L1_HUMAN', 623, 628), ('gi_21614513_ref_NP_036322.2_', 623, 628), ('gi_393195306_ref_NP_001257293.1_', 633, 638), ('##tr_K7EJT8_K7EJT8_HUMAN', 309, 316), ('tr_Q5T985_Q5T985_HUMAN', 158, 163), ('##sp_P63010_AP2B1_HUMAN', 295, 302), ('##gi_4557469_ref_NP_001273.1_', 295, 302), ('sp_P19823_ITIH2_HUMAN', 169, 174), ('gi_70778918_ref_NP_002207.2_', 169, 174), ('##sp_P63010-2_AP2B1_HUMAN', 309, 316), ('##gi_71773106_ref_NP_001025177.1_', 309, 316), ('tr_F8VRN5_F8VRN5_HUMAN', 233, 238), ('sp_Q9Y2K7_KDM2A_HUMAN', 973, 980), ('gi_16306580_ref_NP_036440.1_', 973, 980), ('sp_Q86VP6_CAND1_HUMAN', 462, 467), ('gi_21361794_ref_NP_060918.2_', 462, 467), ('sp_Q9UQD0-4_SCN8A_HUMAN', 233, 238), ('tr_E7EUE6_E7EUE6_HUMAN', 229, 234), ('tr_F8VWM7_F8VWM7_HUMAN', 233, 238), ('sp_P53804-3_TTC3_HUMAN', 1027, 1032), ('sp_P53804-2_TTC3_HUMAN', 1104, 1109), ('tr_J3QQZ1_J3QQZ1_HUMAN', 232, 237), ('sp_P35499_SCN4A_HUMAN', 232, 237), ('gi_93587342_ref_NP_000325.4_', 232, 237), ('sp_Q9UQD0-5_SCN8A_HUMAN', 233, 238), ('gi_295789135_ref_NP_001171455.1_', 233, 238), ('sp_Q9NY46-2_SCN3A_HUMAN', 229, 234), ('sp_Q9NY46-4_SCN3A_HUMAN', 229, 234), ('gi_126362947_ref_NP_001075145.1_', 229, 234), ('gi_126362955_ref_NP_001075146.1_', 229, 234), ('sp_Q9Y5Y9_SCNAA_HUMAN', 228, 233), ('gi_110835710_ref_NP_006505.2_', 228, 233), ('tr_K4DIA1_K4DIA1_HUMAN', 232, 237), ('gi_237512982_ref_NP_001153633.1_', 232, 237), ('sp_Q15858-3_SCN9A_HUMAN', 227, 232), ('gi_4506813_ref_NP_002968.1_', 227, 232), ('sp_Q9UQD0_SCN8A_HUMAN', 233, 238), ('sp_Q9UQD0-2_SCN8A_HUMAN', 233, 238), ('gi_7657544_ref_NP_055006.1_', 233, 238), ('sp_P35498-3_SCN1A_HUMAN', 229, 234), ('gi_260166635_ref_NP_001159436.1_', 229, 234), ('tr_E9PHB6_E9PHB6_HUMAN', 232, 237), ('gi_237512980_ref_NP_001153632.1_', 232, 237), ('sp_Q15858_SCN9A_HUMAN', 227, 232), ('sp_Q15858-2_SCN9A_HUMAN', 227, 232), ('tr_E9PBA5_E9PBA5_HUMAN', 228, 233), ('tr_E9PF08_E9PF08_HUMAN', 228, 233), ('sp_Q9UQD0-3_SCN8A_HUMAN', 233, 238), ('tr_E9PG18_E9PG18_HUMAN', 232, 237), ('sp_P35498-2_SCN1A_HUMAN', 229, 234), ('gi_115583677_ref_NP_008851.3_', 229, 234), ('gi_150417969_ref_NP_001092875.1_', 232, 237), ('sp_Q9NY46_SCN3A_HUMAN', 229, 234)]	72	3.1	3	9	7
11565			[('tr_F5GXS2_F5GXS2_HUMAN', 132, 145), ('tr_D6PXK4_D6PXK4_HUMAN', 303, 316), ('sp_O43707_ACTN4_HUMAN', 522, 535), ('gi_12025678_ref_NP_004915.2_', 522, 535)]	168	5.9e-10	1	14	14
11566			[('sp_Q96RP9_EFGM_HUMAN', 711, 734), ('gi_18390331_ref_NP_079272.4_', 711, 734), ('sp_Q96RP9-2_EFGM_HUMAN', 730, 753)]	288	1e-22	1	24	24
11567			[('sp_P26641_EF1G_HUMAN', 254, 275), ('gi_4503481_ref_NP_001395.1_', 254, 275), ('tr_B4DTG2_B4DTG2_HUMAN', 304, 325)]	228	7.5e-15	1	23	21
10120			[('##sp_Q6ZR62_ZCH16_HUMAN', 7, 15), ('##gi_167466262_ref_NP_001004308.2_', 7, 15), ('sp_P43686-2_PRS6B_HUMAN', 189, 195), ('gi_24430155_ref_NP_694546.1_', 189, 195), ('sp_P43686_PRS6B_HUMAN', 220, 226), ('gi_5729991_ref_NP_006494.1_', 220, 226)]	84	3.5	6	13	8
3378			[('sp_Q02952-3_AKA12_HUMAN', 82, 98), ('sp_Q02952-2_AKA12_HUMAN', 89, 105), ('gi_21493024_ref_NP_653080.1_', 89, 105), ('sp_Q02952_AKA12_HUMAN', 187, 203), ('gi_21493022_ref_NP_005091.2_', 187, 203)]	144	2.9e-06	1	16	15
16947			[('sp_Q8TCG1-2_CIP2A_HUMAN', 433, 444), ('sp_Q8TCG1_CIP2A_HUMAN', 592, 603), ('gi_190194355_ref_NP_065941.2_', 592, 603)]	144	9.4e-07	3	14	12
3381			[('tr_H0Y7B8_H0Y7B8_HUMAN', 122, 136), ('tr_B7ZC06_B7ZC06_HUMAN', 216, 230), ('sp_Q08379_GOGA2_HUMAN', 189, 203), ('gi_194097392_ref_NP_004477.3_', 189, 203)]	180	1.6e-11	1	15	15
11575			[('tr_Q5T8M8_Q5T8M8_HUMAN', 229, 238), ('tr_A6NL76_A6NL76_HUMAN', 231, 240), ('sp_P63267-2_ACTH_HUMAN', 275, 284), ('gi_315570273_ref_NP_001186822.1_', 275, 284), ('tr_Q5T8M7_Q5T8M7_HUMAN', 284, 293), ('sp_P60709_ACTB_HUMAN', 317, 326), ('sp_P63261_ACTG_HUMAN', 317, 326), ('gi_4501887_ref_NP_001605.1_', 317, 326), ('gi_4501885_ref_NP_001092.1_', 317, 326), ('gi_316659409_ref_NP_001186883.1_', 317, 326), ('sp_P63267_ACTH_HUMAN', 318, 327), ('gi_4501889_ref_NP_001606.1_', 318, 327), ('sp_P62736_ACTA_HUMAN', 319, 328), ('sp_P68032_ACTC_HUMAN', 319, 328), ('sp_P68133_ACTS_HUMAN', 319, 328), ('gi_4885049_ref_NP_005150.1_', 319, 328), ('gi_213688375_ref_NP_001135417.1_', 319, 328), ('gi_4501883_ref_NP_001604.1_', 319, 328), ('gi_4501881_ref_NP_001091.1_', 319, 328), ('tr_I3L3I4_I3L3I4_HUMAN', 317, 326)]	120	0.0001	3	12	10
3385			[('tr_J3KSJ8_J3KSJ8_HUMAN', 120, 131), ('sp_Q9UD71-2_PPR1B_HUMAN', 87, 98), ('gi_31415880_ref_NP_852606.1_', 87, 98), ('gi_335057524_ref_NP_001229393.1_', 87, 98), ('tr_J3KT77_J3KT77_HUMAN', 90, 101), ('sp_Q9UD71_PPR1B_HUMAN', 123, 134), ('gi_21735492_ref_NP_115568.2_', 123, 134), ('tr_E7ENN5_E7ENN5_HUMAN', 134, 145), ('##tr_H0YAU3_H0YAU3_HUMAN', 297, 310), ('##tr_H0Y665_H0Y665_HUMAN', 332, 345), ('tr_B4DT16_B4DT16_HUMAN', 155, 166), ('tr_H7BXD3_H7BXD3_HUMAN', 278, 289), ('gi_262263347_ref_NP_660149.2_', 278, 289), ('sp_Q9H165-2_BC11A_HUMAN', 486, 497), ('gi_20336307_ref_NP_060484.2_', 486, 497), ('sp_Q8N3E9_PLCD3_HUMAN', 500, 511), ('gi_19115964_ref_NP_588614.1_', 500, 511), ('tr_F5H2Y4_F5H2Y4_HUMAN', 452, 463), ('sp_Q9H165-4_BC11A_HUMAN', 520, 531), ('sp_Q9H165-6_BC11A_HUMAN', 452, 463), ('sp_Q9H165_BC11A_HUMAN', 486, 497), ('gi_20336305_ref_NP_075044.2_', 486, 497), ('sp_Q5VYS8-4_TUT7_HUMAN', 723, 734), ('gi_297374764_ref_NP_001172003.1_', 723, 734), ('##tr_E7EQT4_E7EQT4_HUMAN', 1055, 1066), ('##gi_259906020_ref_NP_001158287.1_', 1055, 1066), ('##sp_Q9UKV3-5_ACINU_HUMAN', 1042, 1053), ('##gi_259906018_ref_NP_001158286.1_', 1042, 1053), ('##sp_Q9UKV3_ACINU_HUMAN', 1055, 1066), ('##gi_7662238_ref_NP_055792.1_', 1055, 1066), ('sp_Q5VYS8-6_TUT7_HUMAN', 846, 857), ('sp_Q5VYS8_TUT7_HUMAN', 846, 857), ('gi_58331272_ref_NP_078893.2_', 846, 857), ('gi_297307111_ref_NP_001171988.1_', 846, 857)]	144	4.1e-07	6	17	12
3386			[('tr_G3V119_G3V119_HUMAN', 281, 291), ('tr_H0YB24_H0YB24_HUMAN', 298, 308), ('sp_Q8N163_K1967_HUMAN', 606, 616), ('sp_Q8N163-2_K1967_HUMAN', 606, 616), ('gi_24432106_ref_NP_066997.3_', 606, 616)]	132	0.00017	15	25	11
15934			[('tr_F5H1S8_F5H1S8_HUMAN', 122, 137), ('sp_Q14165_MLEC_HUMAN', 205, 220), ('gi_7661948_ref_NP_055545.1_', 205, 220)]	192	8.5e-13	1	16	16
16171			[('sp_Q9H2P0_ADNP_HUMAN', 448, 467), ('gi_12229217_ref_NP_056154.1_', 448, 467), ('gi_31563503_ref_NP_852107.1_', 448, 467)]	156	3.1e-08	1	20	17
3391			[('sp_Q9Y2X3_NOP58_HUMAN', 427, 441), ('gi_7706254_ref_NP_057018.1_', 427, 441)]	180	7.6e-11	1	15	15
11586			[('sp_Q9UL68-4_MYT1L_HUMAN', 104, 115), ('gi_60498973_ref_NP_055840.2_', 104, 115), ('sp_Q9UL68_MYT1L_HUMAN', 104, 115)]	96	0.56	4	14	10
11587			[('tr_B0UZC1_B0UZC1_HUMAN', 235, 246), ('tr_Q5JNW7_Q5JNW7_HUMAN', 235, 246), ('sp_P28062-2_PSB8_HUMAN', 255, 266), ('gi_4758970_ref_NP_004150.1_', 255, 266), ('sp_P28062_PSB8_HUMAN', 259, 270), ('gi_73747875_ref_NP_683720.2_', 259, 270)]	144	6.3e-07	1	12	12
3396			[('tr_M0QXI6_M0QXI6_HUMAN', 23, 38), ('tr_M0R0Y3_M0R0Y3_HUMAN', 23, 38), ('tr_B3KQ59_B3KQ59_HUMAN', 23, 38), ('sp_Q9Y230_RUVB2_HUMAN', 68, 83), ('gi_5730023_ref_NP_006657.1_', 68, 83)]	108	0.0029	1	15	13
3397			[('##sp_Q96PL5_ERMAP_HUMAN', 283, 290), ('##gi_19923536_ref_NP_061008.2_', 283, 290), ('##gi_63054855_ref_NP_001017922.1_', 283, 290), ('##tr_A8MTP9_A8MTP9_HUMAN', 164, 172), ('##sp_Q9Y2R4_DDX52_HUMAN', 164, 172), ('##gi_38569505_ref_NP_008941.2_', 164, 172)]	84	1.0	1	9	8
17535			[('##tr_C9JGJ7_C9JGJ7_HUMAN', 74, 81), ('##tr_Q5T3R7_Q5T3R7_HUMAN', 103, 110), ('##sp_P78324-4_SHPS1_HUMAN', 71, 76), ('##sp_P78324_SHPS1_HUMAN', 71, 76), ('##gi_91105764_ref_NP_001035111.1_', 71, 76), ('##gi_91105767_ref_NP_001035112.1_', 71, 76), ('##gi_18426911_ref_NP_542970.1_', 71, 76), ('##sp_P78324-2_SHPS1_HUMAN', 71, 76), ('##tr_B7Z7A3_B7Z7A3_HUMAN', 550, 557), ('##sp_Q9BZE4_NOG1_HUMAN', 550, 557), ('##gi_55953087_ref_NP_036473.2_', 550, 557), ('##sp_Q6P9F7_LRC8B_HUMAN', 774, 781), ('##gi_197333692_ref_NP_001127948.1_', 774, 781), ('##gi_21245134_ref_NP_056165.1_', 774, 781), ('sp_Q05586-2_NMDZ1_HUMAN', 159, 164), ('gi_11496971_ref_NP_000823.4_', 159, 164), ('sp_Q05586-3_NMDZ1_HUMAN', 159, 164), ('gi_11038635_ref_NP_067544.1_', 159, 164), ('sp_Q05586-7_NMDZ1_HUMAN', 159, 164), ('gi_297374811_ref_NP_001172020.1_', 159, 164), ('tr_A2AVK2_A2AVK2_HUMAN', 159, 164), ('sp_Q05586-4_NMDZ1_HUMAN', 159, 164), ('tr_Q5VSF9_Q5VSF9_HUMAN', 159, 164), ('sp_Q05586_NMDZ1_HUMAN', 159, 164), ('gi_11038637_ref_NP_015566.1_', 159, 164), ('sp_Q05586-6_NMDZ1_HUMAN', 159, 164), ('gi_297374809_ref_NP_001172019.1_', 159, 164), ('sp_Q05586-5_NMDZ1_HUMAN', 159, 164), ('##sp_Q9ULU4-3_PKCB1_HUMAN', 918, 923), ('##sp_Q9ULU4-6_PKCB1_HUMAN', 946, 951), ('##tr_B7ZM62_B7ZM62_HUMAN', 837, 842), ('##tr_H7C4X9_H7C4X9_HUMAN', 946, 951), ('##tr_H7C0U2_H7C0U2_HUMAN', 946, 951), ('##sp_Q9ULU4-8_PKCB1_HUMAN', 865, 870), ('##tr_Q2HXV1_Q2HXV1_HUMAN', 917, 922), ('##sp_Q9ULU4-14_PKCB1_HUMAN', 918, 923), ('##gi_34335264_ref_NP_898869.1_', 918, 923), ('##tr_Q2HXV3_Q2HXV3_HUMAN', 919, 924), ('##sp_Q9ULU4-12_PKCB1_HUMAN', 918, 923), ('##gi_34335266_ref_NP_036540.3_', 918, 923), ('##sp_Q9ULU4-9_PKCB1_HUMAN', 946, 951), ('##sp_Q9ULU4-5_PKCB1_HUMAN', 964, 969), ('##tr_J3KPU3_J3KPU3_HUMAN', 964, 969), ('##sp_Q9ULU4_PKCB1_HUMAN', 964, 969), ('##sp_Q9ULU4-13_PKCB1_HUMAN', 946, 951), ('##gi_34335262_ref_NP_898868.1_', 946, 951), ('##sp_Q9ULU4-10_PKCB1_HUMAN', 964, 969), ('##sp_Q9ULU4-11_PKCB1_HUMAN', 992, 997), ('##sp_Q9ULU4-7_PKCB1_HUMAN', 992, 997), ('##tr_F5H0X3_F5H0X3_HUMAN', 992, 997)]	72	5.0	15	21	7
11595			[('tr_H0YD97_H0YD97_HUMAN', 14, 22), ('tr_E9PB14_E9PB14_HUMAN', 311, 319), ('gi_203098816_ref_NP_001128496.1_', 311, 319), ('sp_O00330_ODPX_HUMAN', 326, 334), ('gi_203098753_ref_NP_003468.2_', 326, 334)]	108	0.0006	1	9	9
3407			[('##sp_Q9BSG0_PADC1_HUMAN', 120, 127), ('##gi_14150090_ref_NP_115695.1_', 120, 127), ('tr_M0QXH4_M0QXH4_HUMAN', 180, 187), ('sp_Q8N5R6-4_CCD33_HUMAN', 99, 104), ('sp_Q8N5R6-5_CCD33_HUMAN', 99, 104), ('tr_B7Z4T2_B7Z4T2_HUMAN', 133, 138), ('tr_B7Z3R9_B7Z3R9_HUMAN', 154, 159), ('sp_Q8TE99-2_ACPL2_HUMAN', 155, 160), ('tr_E9PDB7_E9PDB7_HUMAN', 162, 167), ('sp_Q8TE99_ACPL2_HUMAN', 171, 176), ('gi_22748649_ref_NP_689495.1_', 171, 176), ('gi_81295410_ref_NP_001032249.1_', 171, 176), ('##sp_Q96D46_NMD3_HUMAN', 233, 238), ('##gi_19923796_ref_NP_057022.2_', 233, 238), ('##tr_C9JA08_C9JA08_HUMAN', 259, 264), ('tr_H0YMB8_H0YMB8_HUMAN', 387, 392), ('sp_Q8N5R6-6_CCD33_HUMAN', 506, 511), ('gi_117168273_ref_NP_079331.3_', 506, 511), ('sp_Q8N5R6_CCD33_HUMAN', 709, 714), ('tr_C9JFX2_C9JFX2_HUMAN', 709, 714), ('sp_Q8N5R6-2_CCD33_HUMAN', 709, 714), ('tr_G3V1R5_G3V1R5_HUMAN', 125, 130), ('gi_334358861_ref_NP_001229290.1_', 125, 130), ('sp_O43847-2_NRDC_HUMAN', 256, 261), ('tr_B1AKJ5_B1AKJ5_HUMAN', 257, 262), ('gi_156071450_ref_NP_002516.2_', 257, 262), ('sp_Q96F81_DISP1_HUMAN', 1359, 1364), ('gi_25952134_ref_NP_116279.2_', 1359, 1364)]	72	11.0	1	8	7
11602			[('tr_D6R941_D6R941_HUMAN', 23, 34), ('sp_P82909_RT36_HUMAN', 88, 99), ('gi_15150811_ref_NP_150597.1_', 88, 99)]	144	8.2e-09	1	12	12
11491			[('tr_J3QKK1_J3QKK1_HUMAN', 114, 120), ('tr_K7EKH5_K7EKH5_HUMAN', 75, 81), ('tr_C9J8F3_C9J8F3_HUMAN', 114, 120), ('tr_J3KSV6_J3KSV6_HUMAN', 114, 120), ('tr_J3QKP5_J3QKP5_HUMAN', 114, 120), ('tr_A8MVZ9_A8MVZ9_HUMAN', 114, 120), ('sp_P09972_ALDOC_HUMAN', 114, 120), ('gi_4885063_ref_NP_005156.1_', 114, 120), ('sp_P54868-2_HMCS2_HUMAN', 42, 50), ('gi_260656028_ref_NP_001159579.1_', 42, 50), ('sp_P54868_HMCS2_HUMAN', 42, 50), ('gi_5031751_ref_NP_005509.1_', 42, 50)]	84	0.58	2	8	7
3412			[('tr_K7ERE6_K7ERE6_HUMAN', 60, 65), ('tr_K7ER84_K7ER84_HUMAN', 73, 78), ('tr_K7EJ07_K7EJ07_HUMAN', 81, 86), ('tr_H0YDY0_H0YDY0_HUMAN', 117, 122), ('tr_A8MRB2_A8MRB2_HUMAN', 166, 171), ('gi_399498566_ref_NP_001257711.1_', 166, 171), ('sp_Q00059_TFAM_HUMAN', 198, 203), ('gi_4507401_ref_NP_003192.1_', 198, 203), ('sp_Q6PEZ8-2_PONL1_HUMAN', 153, 158), ('gi_226342935_ref_NP_001139727.1_', 153, 158), ('tr_B7Z3M0_B7Z3M0_HUMAN', 162, 167), ('sp_Q8IZM9_S38A6_HUMAN', 199, 204), ('gi_289577102_ref_NP_722518.2_', 199, 204), ('tr_E7ETF2_E7ETF2_HUMAN', 176, 181), ('sp_Q6PEZ8-3_PONL1_HUMAN', 242, 247), ('gi_226342933_ref_NP_001139726.1_', 242, 247), ('sp_Q6PEZ8_PONL1_HUMAN', 244, 249), ('gi_226342931_ref_NP_079101.3_', 244, 249), ('sp_Q8IZM9-2_S38A6_HUMAN', 199, 204), ('gi_289577104_ref_NP_001166173.1_', 199, 204), ('##gi_226246554_ref_NP_001139669.1_', 3876, 3881)]	72	3.1	1	6	6
18330			[('tr_F8VR77_F8VR77_HUMAN', 223, 236), ('tr_F8VRZ3_F8VRZ3_HUMAN', 223, 236), ('tr_F8VTY8_F8VTY8_HUMAN', 223, 236), ('sp_Q9UQ80_PA2G4_HUMAN', 223, 236), ('gi_124494254_ref_NP_006182.2_', 223, 236)]	168	8.2e-09	8	21	14
11492			[('tr_E7EQR4_E7EQR4_HUMAN', 153, 161), ('sp_P15311_EZRI_HUMAN', 185, 193), ('gi_21614499_ref_NP_003370.2_', 185, 193), ('gi_161702986_ref_NP_001104547.1_', 185, 193)]	108	0.00079	1	9	9
11610			[('##tr_F8WE51_F8WE51_HUMAN', 42, 54), ('##tr_B4DML1_B4DML1_HUMAN', 142, 148), ('##tr_B7Z8V8_B7Z8V8_HUMAN', 86, 92), ('sp_Q5CZA5-2_ZN805_HUMAN', 66, 74), ('gi_223005927_ref_NP_001138550.1_', 66, 74), ('##tr_G3V1S6_G3V1S6_HUMAN', 302, 308), ('##sp_Q10471_GALT2_HUMAN', 302, 308), ('##gi_4758412_ref_NP_004472.1_', 302, 308), ('##sp_O95352-3_ATG7_HUMAN', 129, 140), ('##gi_222144229_ref_NP_001138384.1_', 129, 140), ('sp_Q5CZA5_ZN805_HUMAN', 199, 207), ('gi_223005925_ref_NP_001018857.2_', 199, 207), ('##sp_O95352-2_ATG7_HUMAN', 143, 154), ('##gi_222144227_ref_NP_001129503.2_', 143, 154), ('##sp_O95352_ATG7_HUMAN', 170, 181), ('##gi_5453668_ref_NP_006386.1_', 170, 181), ('##tr_H7BYL6_H7BYL6_HUMAN', 1695, 1705), ('##sp_Q99996-5_AKAP9_HUMAN', 1617, 1627), ('##sp_Q99996-3_AKAP9_HUMAN', 1679, 1689), ('##gi_22538393_ref_NP_671714.1_', 1679, 1689), ('##sp_Q99996-2_AKAP9_HUMAN', 1679, 1689), ('##gi_22538387_ref_NP_005742.4_', 1679, 1689), ('##sp_Q99996_AKAP9_HUMAN', 1671, 1681), ('##sp_Q99996-6_AKAP9_HUMAN', 1697, 1707)]	84	1.9	18	29	10
3419			[('sp_Q9NQC3-3_RTN4_HUMAN', 98, 111), ('gi_5902016_ref_NP_008939.1_', 98, 111), ('tr_H7C106_H7C106_HUMAN', 115, 128), ('tr_F8W914_F8W914_HUMAN', 244, 257), ('sp_Q9NQC3-2_RTN4_HUMAN', 272, 285), ('gi_24431933_ref_NP_722550.1_', 272, 285), ('sp_Q9NQC3-5_RTN4_HUMAN', 291, 304), ('gi_47519490_ref_NP_997403.1_', 291, 304), ('tr_F8WAM4_F8WAM4_HUMAN', 859, 872), ('sp_Q9NQC3-4_RTN4_HUMAN', 859, 872), ('sp_Q9NQC3-6_RTN4_HUMAN', 885, 898), ('gi_47519562_ref_NP_997404.1_', 885, 898), ('sp_Q9NQC3_RTN4_HUMAN', 1091, 1104), ('gi_24431935_ref_NP_065393.1_', 1091, 1104)]	168	2.2e-10	1	14	14
3420			[('sp_Q09666_AHNK_HUMAN', 598, 609), ('gi_61743954_ref_NP_001611.1_', 598, 609)]	144	1.1e-05	1	12	12
3422			[('tr_H0YIV0_H0YIV0_HUMAN', 23, 33), ('sp_P14625_ENPL_HUMAN', 672, 682), ('gi_4507677_ref_NP_003290.1_', 672, 682)]	132	1.2e-06	1	11	11
11615			[('tr_E7ESB4_E7ESB4_HUMAN', 37, 45), ('tr_F8WA94_F8WA94_HUMAN', 37, 45), ('gi_410171265_ref_XP_003960203.1_', 46, 54), ('tr_E9PHH8_E9PHH8_HUMAN', 46, 54), ('gi_410171269_ref_XP_003960205.1_', 37, 45), ('gi_410171273_ref_XP_003960207.1_', 37, 45), ('gi_410171267_ref_XP_003960204.1_', 46, 54), ('sp_Q9Y6X2_PIAS3_HUMAN', 46, 54), ('gi_410171263_ref_XP_003960202.1_', 46, 54), ('gi_115298686_ref_NP_006090.2_', 46, 54), ('gi_410171271_ref_XP_003960206.1_', 48, 56)]	84	2.8	6	13	8
3426			[('tr_H0Y713_H0Y713_HUMAN', 500, 509), ('sp_Q86YN6-6_PRGC2_HUMAN', 749, 758), ('gi_289577092_ref_NP_001166170.1_', 749, 758), ('sp_Q86YN6-5_PRGC2_HUMAN', 774, 783), ('gi_289577090_ref_NP_001166169.1_', 774, 783), ('sp_Q86YN6-4_PRGC2_HUMAN', 792, 801), ('sp_Q86YN6-2_PRGC2_HUMAN', 792, 801), ('sp_Q86YN6-3_PRGC2_HUMAN', 813, 822), ('sp_Q86YN6_PRGC2_HUMAN', 813, 822), ('gi_289577088_ref_NP_573570.3_', 813, 822), ('##tr_E7EQT4_E7EQT4_HUMAN', 1054, 1062), ('##gi_259906020_ref_NP_001158287.1_', 1054, 1062), ('##sp_Q9UKV3-5_ACINU_HUMAN', 1041, 1049), ('##gi_259906018_ref_NP_001158286.1_', 1041, 1049), ('##sp_Q9UKV3_ACINU_HUMAN', 1054, 1062), ('##gi_7662238_ref_NP_055792.1_', 1054, 1062)]	96	0.32	17	26	9
3427			[('tr_E9PHH9_E9PHH9_HUMAN', 125, 137), ('gi_410171283_ref_XP_003960212.1_', 125, 137), ('gi_410171281_ref_XP_003960211.1_', 125, 137), ('sp_Q9BUI4_RPC3_HUMAN', 125, 137), ('gi_410171277_ref_XP_003960209.1_', 125, 137), ('gi_21359969_ref_NP_006459.3_', 125, 137), ('gi_410171279_ref_XP_003960210.1_', 138, 150)]	156	2.7e-08	1	13	13
